menu_id,restaurant_id,name,price,image_url
cafe_001_menu_187,cafe_001,팥크림빵빵,2800,
cafe_002_menu_001,cafe_002,복숭아 퐁당 요거트 스무디,4900,
cafe_002_menu_002,cafe_002,멋쟁이 토마토 스무디,4700,
cafe_002_menu_003,cafe_002,포도녹차 젤리 크러쉬,4900,
cafe_002_menu_004,cafe_002,초당옥수수 프라페,4700,
cafe_002_menu_005,cafe_002,와앙 핫 치즈스틱 & 딥,5500,
cafe_002_menu_006,cafe_002,꿀수박주스,5000,
cafe_002_menu_007,cafe_002,자몽 톡톡 스무디,5000,
cafe_002_menu_008,cafe_002,제로 레몬말차 아이스티,3200,
cafe_002_menu_009,cafe_002,팥빙 젤라또 파르페,5800,
cafe_002_menu_010,cafe_002,말차 젤라또 팥빙 파르페,5800,
cafe_002_menu_011,cafe_002,저당 꿀배 XO야쿠르트,4700,
cafe_002_menu_012,cafe_002,딸기라떼,4700,
cafe_002_menu_013,cafe_002,밀크쉐이크,3700,
cafe_002_menu_014,cafe_002,딥치즈 불고기 베이크,4900,
cafe_002_menu_015,cafe_002,요거젤라또 씨리얼 초코베리믹스,4900,
cafe_002_menu_016,cafe_002,요거젤라또 초코베리믹스,4900,
cafe_002_menu_017,cafe_002,초코젤라또 말차라떼,5400,
cafe_002_menu_018,cafe_002,멕시칸 미트칠리 핫도그,4600,
cafe_002_menu_019,cafe_002,메가베리 아사이볼,4900,
cafe_002_menu_020,cafe_002,왕메가초코,5400,
cafe_002_menu_021,cafe_002,왕메가아이스티,4900,
cafe_002_menu_022,cafe_002,제로 복숭아 아이스티,3900,
cafe_002_menu_023,cafe_002,왕메가카페라떼,5300,
cafe_002_menu_024,cafe_002,왕메가사과유자차,5400,
cafe_002_menu_025,cafe_002,치즈 품은 감자빵,4900,
cafe_002_menu_026,cafe_002,와앙메리칸 뽀득 핫도그,4600,
cafe_002_menu_027,cafe_002,(ICE)할메가미숫커피,4100,
cafe_002_menu_028,cafe_002,(ICE)할메가커피,3000,
cafe_002_menu_029,cafe_002,(ICE)왕할메가커피,4300,
cafe_002_menu_030,cafe_002,(ICE)메가리카노,4000,
cafe_002_menu_031,cafe_002,(HOT)아메리카노,2200,
cafe_002_menu_032,cafe_002,(ICE)아메리카노,2500,
cafe_002_menu_033,cafe_002,(HOT) 헛개리카노,3400,
cafe_002_menu_034,cafe_002,(ICE) 헛개리카노,3400,
cafe_002_menu_035,cafe_002,(ICE)왕메가 헛개리카노,4400,
cafe_002_menu_036,cafe_002,(HOT)헤이즐넛아메리카노,3700,
cafe_002_menu_037,cafe_002,(ICE)헤이즐넛아메리카노,3700,
cafe_002_menu_038,cafe_002,(HOT)바닐라아메리카노,3700,
cafe_002_menu_039,cafe_002,(ICE)바닐라아메리카노,3700,
cafe_002_menu_040,cafe_002,(HOT)꿀아메리카노,3700,
cafe_002_menu_041,cafe_002,(ICE)꿀아메리카노,3700,
cafe_002_menu_042,cafe_002,(HOT)카페라떼,3900,
cafe_002_menu_043,cafe_002,(ICE)카페라떼,3900,
cafe_002_menu_044,cafe_002,(HOT)헤이즐넛라떼,4400,
cafe_002_menu_045,cafe_002,(ICE)헤이즐넛라떼,4400,
cafe_002_menu_046,cafe_002,(HOT)바닐라라떼,4400,
cafe_002_menu_047,cafe_002,(ICE)바닐라라떼,4400,
cafe_002_menu_048,cafe_002,(HOT)카라멜마끼아또,4700,
cafe_002_menu_049,cafe_002,(ICE)카라멜마끼아또,4700,
cafe_002_menu_050,cafe_002,(HOT)카페모카,4900,
cafe_002_menu_051,cafe_002,(ICE)카페모카,4900,
cafe_002_menu_052,cafe_002,(ICE)큐브라떼,5200,
cafe_002_menu_053,cafe_002,(ICE)라이트 바닐라 아몬드라떼,4900,
cafe_002_menu_054,cafe_002,(ICE)연유라떼,4900,
cafe_002_menu_055,cafe_002,(HOT)연유라떼,4900,
cafe_002_menu_056,cafe_002,(ICE)디카페인 메가리카노,5500,
cafe_002_menu_057,cafe_002,(HOT)디카페인 아메리카노,3500,
cafe_002_menu_058,cafe_002,(ICE)디카페인 아메리카노,4000,
cafe_002_menu_059,cafe_002,(HOT)디카페인 헛개리카노,4400,
cafe_002_menu_060,cafe_002,(ICE)디카페인 헛개리카노,4400,
cafe_002_menu_061,cafe_002,(ICE)디카페인 왕메가헛개리카노,5900,
cafe_002_menu_062,cafe_002,(ICE)디카페인 왕메가카페라떼,6900,
cafe_002_menu_063,cafe_002,(ICE)디카페인 라이트바닐라아몬드라떼,5900,
cafe_002_menu_064,cafe_002,(HOT)디카페인 꿀아메리카노,4700,
cafe_002_menu_065,cafe_002,(ICE)디카페인 꿀아메리카노,4700,
cafe_002_menu_066,cafe_002,(HOT)디카페인 헤이즐넛아메리카노,4700,
cafe_002_menu_067,cafe_002,(ICE)디카페인 헤이즐넛아메리카노,4700,
cafe_002_menu_068,cafe_002,(HOT)디카페인 바닐라아메리카노,4700,
cafe_002_menu_069,cafe_002,(ICE)디카페인 바닐라아메리카노,4700,
cafe_002_menu_070,cafe_002,(HOT)디카페인 카페라떼,4900,
cafe_002_menu_071,cafe_002,(ICE)디카페인 카페라떼,4900,
cafe_002_menu_072,cafe_002,(HOT)디카페인 바닐라라떼,5400,
cafe_002_menu_073,cafe_002,(ICE)디카페인 바닐라라떼,5400,
cafe_002_menu_074,cafe_002,(HOT)디카페인 헤이즐넛라떼,5400,
cafe_002_menu_075,cafe_002,(ICE)디카페인 헤이즐넛라떼,5400,
cafe_002_menu_076,cafe_002,(HOT)디카페인 카라멜마끼아또,5700,
cafe_002_menu_077,cafe_002,(ICE)디카페인 카라멜마끼아또,5700,
cafe_002_menu_078,cafe_002,(HOT)디카페인 카페모카,5900,
cafe_002_menu_079,cafe_002,(ICE)디카페인 카페모카,5900,
cafe_002_menu_080,cafe_002,(ICE) 디카페인 연유라떼,5900,
cafe_002_menu_081,cafe_002,(HOT)디카페인 연유라떼,5900,
cafe_002_menu_082,cafe_002,(HOT)콜드브루오리지널,4500,
cafe_002_menu_083,cafe_002,(ICE)콜드브루오리지널,4500,
cafe_002_menu_084,cafe_002,(HOT)콜드브루라떼,5000,
cafe_002_menu_085,cafe_002,(ICE)콜드브루라떼,5000,
cafe_002_menu_086,cafe_002,콜드브루상품용,22000,
cafe_002_menu_087,cafe_002,(HOT)콜드브루디카페인,4500,
cafe_002_menu_088,cafe_002,(ICE)콜드브루디카페인,4500,
cafe_002_menu_089,cafe_002,(HOT)콜드브루디카페인라떼,5000,
